"","species","age","scenario","Av","std.dev"
"337","fraxexce",150,"LandisOutputs/Test10/fraxexce-MAX-150.img",40527,NA
"338","fraxexce",150,"LandisOutputs/Test9/fraxexce-MAX-150.img",40351,NA
"339","fraxexce",200,"LandisOutputs/Test10/fraxexce-MAX-200.img",2007,NA
"340","fraxexce",200,"LandisOutputs/Test9/fraxexce-MAX-200.img",1485,NA
"341","fraxexce",250,"LandisOutputs/Test10/fraxexce-MAX-250.img",1354,NA
"342","fraxexce",250,"LandisOutputs/Test9/fraxexce-MAX-250.img",635,NA
"343","fraxexce",300,"LandisOutputs/Test10/fraxexce-MAX-300.img",2229,NA
"344","fraxexce",300,"LandisOutputs/Test9/fraxexce-MAX-300.img",864,NA
"345","fraxexce",350,"LandisOutputs/Test10/fraxexce-MAX-350.img",5084,NA
"346","fraxexce",350,"LandisOutputs/Test9/fraxexce-MAX-350.img",1820,NA
"347","fraxexce",400,"LandisOutputs/Test10/fraxexce-MAX-400.img",7068,NA
"348","fraxexce",400,"LandisOutputs/Test9/fraxexce-MAX-400.img",2631,NA
"349","fraxexce",450,"LandisOutputs/Test10/fraxexce-MAX-450.img",7869,NA
"350","fraxexce",450,"LandisOutputs/Test9/fraxexce-MAX-450.img",2674,NA
"351","fraxexce",500,"LandisOutputs/Test10/fraxexce-MAX-500.img",7366,NA
"352","fraxexce",500,"LandisOutputs/Test9/fraxexce-MAX-500.img",2245,NA
"353","fraxexce",550,"LandisOutputs/Test10/fraxexce-MAX-550.img",7420,NA
"354","fraxexce",550,"LandisOutputs/Test9/fraxexce-MAX-550.img",2171,NA
"355","fraxexce",600,"LandisOutputs/Test10/fraxexce-MAX-600.img",8446,NA
"356","fraxexce",600,"LandisOutputs/Test9/fraxexce-MAX-600.img",2324,NA
"357","fraxexce",650,"LandisOutputs/Test10/fraxexce-MAX-650.img",10496,NA
"358","fraxexce",650,"LandisOutputs/Test9/fraxexce-MAX-650.img",3114,NA
"359","fraxexce",700,"LandisOutputs/Test10/fraxexce-MAX-700.img",11780,NA
"360","fraxexce",700,"LandisOutputs/Test9/fraxexce-MAX-700.img",3595,NA
"361","fraxexce",750,"LandisOutputs/Test10/fraxexce-MAX-750.img",12067,NA
"362","fraxexce",750,"LandisOutputs/Test9/fraxexce-MAX-750.img",3550,NA
"363","fraxexce",800,"LandisOutputs/Test10/fraxexce-MAX-800.img",12280,NA
"364","fraxexce",800,"LandisOutputs/Test9/fraxexce-MAX-800.img",3403,NA
"365","fraxexce",850,"LandisOutputs/Test10/fraxexce-MAX-850.img",12556,NA
"366","fraxexce",850,"LandisOutputs/Test9/fraxexce-MAX-850.img",3317,NA
"367","fraxexce",900,"LandisOutputs/Test10/fraxexce-MAX-900.img",13764,NA
"368","fraxexce",900,"LandisOutputs/Test9/fraxexce-MAX-900.img",3687,NA
"369","fraxexce",950,"LandisOutputs/Test10/fraxexce-MAX-950.img",14778,NA
"370","fraxexce",950,"LandisOutputs/Test9/fraxexce-MAX-950.img",4405,NA
"371","fraxexce",1000,"LandisOutputs/Test10/fraxexce-MAX-1000.img",15065,NA
"372","fraxexce",1000,"LandisOutputs/Test9/fraxexce-MAX-1000.img",4854,NA
"373","fraxexce",1050,"LandisOutputs/Test10/fraxexce-MAX-1050.img",15337,NA
"374","fraxexce",1050,"LandisOutputs/Test9/fraxexce-MAX-1050.img",4918,NA
"375","fraxexce",1100,"LandisOutputs/Test10/fraxexce-MAX-1100.img",15417,NA
"376","fraxexce",1100,"LandisOutputs/Test9/fraxexce-MAX-1100.img",4841,NA
"377","fraxexce",1150,"LandisOutputs/Test10/fraxexce-MAX-1150.img",16097,NA
"378","fraxexce",1150,"LandisOutputs/Test9/fraxexce-MAX-1150.img",4972,NA
"379","fraxexce",1200,"LandisOutputs/Test10/fraxexce-MAX-1200.img",16676,NA
"380","fraxexce",1200,"LandisOutputs/Test9/fraxexce-MAX-1200.img",5522,NA
"381","fraxexce",1250,"LandisOutputs/Test10/fraxexce-MAX-1250.img",16962,NA
"382","fraxexce",1250,"LandisOutputs/Test9/fraxexce-MAX-1250.img",6177,NA
"383","fraxexce",1300,"LandisOutputs/Test10/fraxexce-MAX-1300.img",17042,NA
"384","fraxexce",1300,"LandisOutputs/Test9/fraxexce-MAX-1300.img",6497,NA
"385","fraxexce",1350,"LandisOutputs/Test10/fraxexce-MAX-1350.img",17048,NA
"386","fraxexce",1350,"LandisOutputs/Test9/fraxexce-MAX-1350.img",6547,NA
"387","fraxexce",1400,"LandisOutputs/Test10/fraxexce-MAX-1400.img",17196,NA
"388","fraxexce",1400,"LandisOutputs/Test9/fraxexce-MAX-1400.img",6417,NA
"389","fraxexce",1450,"LandisOutputs/Test10/fraxexce-MAX-1450.img",17211,NA
"390","fraxexce",1450,"LandisOutputs/Test9/fraxexce-MAX-1450.img",6502,NA
"391","fraxexce",1500,"LandisOutputs/Test10/fraxexce-MAX-1500.img",17504,NA
"392","fraxexce",1500,"LandisOutputs/Test9/fraxexce-MAX-1500.img",6990,NA
"393","fraxexce",1550,"LandisOutputs/Test10/fraxexce-MAX-1550.img",17471,NA
"394","fraxexce",1550,"LandisOutputs/Test9/fraxexce-MAX-1550.img",7399,NA
"395","fraxexce",1600,"LandisOutputs/Test10/fraxexce-MAX-1600.img",17409,NA
"396","fraxexce",1600,"LandisOutputs/Test9/fraxexce-MAX-1600.img",7572,NA
"397","fraxexce",1650,"LandisOutputs/Test10/fraxexce-MAX-1650.img",17299,NA
"398","fraxexce",1650,"LandisOutputs/Test9/fraxexce-MAX-1650.img",7630,NA
"399","fraxexce",1700,"LandisOutputs/Test10/fraxexce-MAX-1700.img",17144,NA
"400","fraxexce",1700,"LandisOutputs/Test9/fraxexce-MAX-1700.img",7559,NA
"401","fraxexce",1750,"LandisOutputs/Test10/fraxexce-MAX-1750.img",17231,NA
"402","fraxexce",1750,"LandisOutputs/Test9/fraxexce-MAX-1750.img",7756,NA
"403","fraxexce",1800,"LandisOutputs/Test10/fraxexce-MAX-1800.img",17294,NA
"404","fraxexce",1800,"LandisOutputs/Test9/fraxexce-MAX-1800.img",8071,NA
"405","fraxexce",1850,"LandisOutputs/Test10/fraxexce-MAX-1850.img",17305,NA
"406","fraxexce",1850,"LandisOutputs/Test9/fraxexce-MAX-1850.img",8445,NA
"407","fraxexce",1900,"LandisOutputs/Test10/fraxexce-MAX-1900.img",17099,NA
"408","fraxexce",1900,"LandisOutputs/Test9/fraxexce-MAX-1900.img",8515,NA
"409","fraxexce",1950,"LandisOutputs/Test10/fraxexce-MAX-1950.img",16852,NA
"410","fraxexce",1950,"LandisOutputs/Test9/fraxexce-MAX-1950.img",8403,NA
"411","fraxexce",2000,"LandisOutputs/Test10/fraxexce-MAX-2000.img",16779,NA
"412","fraxexce",2000,"LandisOutputs/Test9/fraxexce-MAX-2000.img",8359,NA
"413","fraxexce",2050,"LandisOutputs/Test10/fraxexce-MAX-2050.img",16676,NA
"414","fraxexce",2050,"LandisOutputs/Test9/fraxexce-MAX-2050.img",8390,NA
"415","fraxexce",2100,"LandisOutputs/Test10/fraxexce-MAX-2100.img",16548,NA
"416","fraxexce",2100,"LandisOutputs/Test9/fraxexce-MAX-2100.img",8451,NA
"417","fraxexce",2150,"LandisOutputs/Test10/fraxexce-MAX-2150.img",16293,NA
"418","fraxexce",2150,"LandisOutputs/Test9/fraxexce-MAX-2150.img",8536,NA
"419","fraxexce",2200,"LandisOutputs/Test10/fraxexce-MAX-2200.img",16365,NA
"420","fraxexce",2200,"LandisOutputs/Test9/fraxexce-MAX-2200.img",8540,NA
"421","fraxexce",2250,"LandisOutputs/Test10/fraxexce-MAX-2250.img",16273,NA
"422","fraxexce",2250,"LandisOutputs/Test9/fraxexce-MAX-2250.img",8320,NA
"423","fraxexce",2300,"LandisOutputs/Test10/fraxexce-MAX-2300.img",16051,NA
"424","fraxexce",2300,"LandisOutputs/Test9/fraxexce-MAX-2300.img",8386,NA
"425","fraxexce",2350,"LandisOutputs/Test10/fraxexce-MAX-2350.img",15980,NA
"426","fraxexce",2350,"LandisOutputs/Test9/fraxexce-MAX-2350.img",8504,NA
"427","fraxexce",2400,"LandisOutputs/Test10/fraxexce-MAX-2400.img",15692,NA
"428","fraxexce",2400,"LandisOutputs/Test9/fraxexce-MAX-2400.img",8603,NA
"429","fraxexce",2450,"LandisOutputs/Test10/fraxexce-MAX-2450.img",15661,NA
"430","fraxexce",2450,"LandisOutputs/Test9/fraxexce-MAX-2450.img",8669,NA
"431","fraxexce",2500,"LandisOutputs/Test10/fraxexce-MAX-2500.img",15550,NA
"432","fraxexce",2500,"LandisOutputs/Test9/fraxexce-MAX-2500.img",8456,NA
"433","fraxexce",2550,"LandisOutputs/Test10/fraxexce-MAX-2550.img",15508,NA
"434","fraxexce",2550,"LandisOutputs/Test9/fraxexce-MAX-2550.img",8374,NA
"435","fraxexce",2600,"LandisOutputs/Test10/fraxexce-MAX-2600.img",15316,NA
"436","fraxexce",2600,"LandisOutputs/Test9/fraxexce-MAX-2600.img",8351,NA
"437","fraxexce",2650,"LandisOutputs/Test10/fraxexce-MAX-2650.img",15012,NA
"438","fraxexce",2650,"LandisOutputs/Test9/fraxexce-MAX-2650.img",8251,NA
"439","fraxexce",2700,"LandisOutputs/Test10/fraxexce-MAX-2700.img",14927,NA
"440","fraxexce",2700,"LandisOutputs/Test9/fraxexce-MAX-2700.img",8242,NA
"441","fraxexce",2750,"LandisOutputs/Test10/fraxexce-MAX-2750.img",14933,NA
"442","fraxexce",2750,"LandisOutputs/Test9/fraxexce-MAX-2750.img",8117,NA
"443","fraxexce",2800,"LandisOutputs/Test10/fraxexce-MAX-2800.img",14913,NA
"444","fraxexce",2800,"LandisOutputs/Test9/fraxexce-MAX-2800.img",7989,NA
"445","fraxexce",2850,"LandisOutputs/Test10/fraxexce-MAX-2850.img",14560,NA
"446","fraxexce",2850,"LandisOutputs/Test9/fraxexce-MAX-2850.img",7801,NA
"447","fraxexce",2900,"LandisOutputs/Test10/fraxexce-MAX-2900.img",14493,NA
"448","fraxexce",2900,"LandisOutputs/Test9/fraxexce-MAX-2900.img",7667,NA
"449","fraxexce",2950,"LandisOutputs/Test10/fraxexce-MAX-2950.img",14269,NA
"450","fraxexce",2950,"LandisOutputs/Test9/fraxexce-MAX-2950.img",7567,NA
"451","fraxexce",3000,"LandisOutputs/Test10/fraxexce-MAX-3000.img",14290,NA
"452","fraxexce",3000,"LandisOutputs/Test9/fraxexce-MAX-3000.img",7483,NA
"453","lonicaer",0,"LandisOutputs/Test10/lonicaer-MAX-0.img",38685,NA
"454","lonicaer",0,"LandisOutputs/Test9/lonicaer-MAX-0.img",38685,NA
"455","lonicaer",50,"LandisOutputs/Test10/lonicaer-MAX-50.img",4,NA
"456","piceabie",0,"LandisOutputs/Test10/piceabie-MAX-0.img",44530,NA
"457","piceabie",0,"LandisOutputs/Test9/piceabie-MAX-0.img",44530,NA
"458","piceabie",50,"LandisOutputs/Test10/piceabie-MAX-50.img",44530,NA
"459","piceabie",50,"LandisOutputs/Test9/piceabie-MAX-50.img",44530,NA
"460","piceabie",100,"LandisOutputs/Test10/piceabie-MAX-100.img",44530,NA
"461","piceabie",100,"LandisOutputs/Test9/piceabie-MAX-100.img",44530,NA
"462","piceabie",150,"LandisOutputs/Test10/piceabie-MAX-150.img",44530,NA
"463","piceabie",150,"LandisOutputs/Test9/piceabie-MAX-150.img",44530,NA
"464","piceabie",200,"LandisOutputs/Test10/piceabie-MAX-200.img",44530,NA
"465","piceabie",200,"LandisOutputs/Test9/piceabie-MAX-200.img",44530,NA
"466","piceabie",250,"LandisOutputs/Test10/piceabie-MAX-250.img",16237,NA
"467","piceabie",250,"LandisOutputs/Test9/piceabie-MAX-250.img",16386,NA
"468","piceabie",300,"LandisOutputs/Test10/piceabie-MAX-300.img",1927,NA
"469","piceabie",300,"LandisOutputs/Test9/piceabie-MAX-300.img",1643,NA
"470","piceabie",350,"LandisOutputs/Test10/piceabie-MAX-350.img",2770,NA
"471","piceabie",350,"LandisOutputs/Test9/piceabie-MAX-350.img",2548,NA
"472","piceabie",400,"LandisOutputs/Test10/piceabie-MAX-400.img",3109,NA
"473","piceabie",400,"LandisOutputs/Test9/piceabie-MAX-400.img",2761,NA
"474","piceabie",450,"LandisOutputs/Test10/piceabie-MAX-450.img",3928,NA
"475","piceabie",450,"LandisOutputs/Test9/piceabie-MAX-450.img",3157,NA
"476","piceabie",500,"LandisOutputs/Test10/piceabie-MAX-500.img",5144,NA
"477","piceabie",500,"LandisOutputs/Test9/piceabie-MAX-500.img",3798,NA
"478","piceabie",550,"LandisOutputs/Test10/piceabie-MAX-550.img",5438,NA
"479","piceabie",550,"LandisOutputs/Test9/piceabie-MAX-550.img",4000,NA
"480","piceabie",600,"LandisOutputs/Test10/piceabie-MAX-600.img",6544,NA
"481","piceabie",600,"LandisOutputs/Test9/piceabie-MAX-600.img",4613,NA
"482","piceabie",650,"LandisOutputs/Test10/piceabie-MAX-650.img",8364,NA
"483","piceabie",650,"LandisOutputs/Test9/piceabie-MAX-650.img",5994,NA
"484","piceabie",700,"LandisOutputs/Test10/piceabie-MAX-700.img",9400,NA
"485","piceabie",700,"LandisOutputs/Test9/piceabie-MAX-700.img",6849,NA
"486","piceabie",750,"LandisOutputs/Test10/piceabie-MAX-750.img",9806,NA
"487","piceabie",750,"LandisOutputs/Test9/piceabie-MAX-750.img",7041,NA
"488","piceabie",800,"LandisOutputs/Test10/piceabie-MAX-800.img",10271,NA
"489","piceabie",800,"LandisOutputs/Test9/piceabie-MAX-800.img",7317,NA
"490","piceabie",850,"LandisOutputs/Test10/piceabie-MAX-850.img",10697,NA
"491","piceabie",850,"LandisOutputs/Test9/piceabie-MAX-850.img",7554,NA
"492","piceabie",900,"LandisOutputs/Test10/piceabie-MAX-900.img",11191,NA
"493","piceabie",900,"LandisOutputs/Test9/piceabie-MAX-900.img",7917,NA
"494","piceabie",950,"LandisOutputs/Test10/piceabie-MAX-950.img",11800,NA
"495","piceabie",950,"LandisOutputs/Test9/piceabie-MAX-950.img",8617,NA
"496","piceabie",1000,"LandisOutputs/Test10/piceabie-MAX-1000.img",12513,NA
"497","piceabie",1000,"LandisOutputs/Test9/piceabie-MAX-1000.img",9258,NA
"498","piceabie",1050,"LandisOutputs/Test10/piceabie-MAX-1050.img",13151,NA
"499","piceabie",1050,"LandisOutputs/Test9/piceabie-MAX-1050.img",9713,NA
"500","piceabie",1100,"LandisOutputs/Test10/piceabie-MAX-1100.img",13545,NA
"501","piceabie",1100,"LandisOutputs/Test9/piceabie-MAX-1100.img",9971,NA
"502","piceabie",1150,"LandisOutputs/Test10/piceabie-MAX-1150.img",14138,NA
"503","piceabie",1150,"LandisOutputs/Test9/piceabie-MAX-1150.img",10089,NA
"504","piceabie",1200,"LandisOutputs/Test10/piceabie-MAX-1200.img",14574,NA
"505","piceabie",1200,"LandisOutputs/Test9/piceabie-MAX-1200.img",10498,NA
"506","piceabie",1250,"LandisOutputs/Test10/piceabie-MAX-1250.img",15021,NA
"507","piceabie",1250,"LandisOutputs/Test9/piceabie-MAX-1250.img",10892,NA
"508","piceabie",1300,"LandisOutputs/Test10/piceabie-MAX-1300.img",15313,NA
"509","piceabie",1300,"LandisOutputs/Test9/piceabie-MAX-1300.img",11222,NA
"510","piceabie",1350,"LandisOutputs/Test10/piceabie-MAX-1350.img",15543,NA
"511","piceabie",1350,"LandisOutputs/Test9/piceabie-MAX-1350.img",11522,NA
"512","piceabie",1400,"LandisOutputs/Test10/piceabie-MAX-1400.img",15808,NA
"513","piceabie",1400,"LandisOutputs/Test9/piceabie-MAX-1400.img",11628,NA
"514","piceabie",1450,"LandisOutputs/Test10/piceabie-MAX-1450.img",15963,NA
"515","piceabie",1450,"LandisOutputs/Test9/piceabie-MAX-1450.img",11738,NA
"516","piceabie",1500,"LandisOutputs/Test10/piceabie-MAX-1500.img",16215,NA
"517","piceabie",1500,"LandisOutputs/Test9/piceabie-MAX-1500.img",11938,NA
"518","piceabie",1550,"LandisOutputs/Test10/piceabie-MAX-1550.img",16475,NA
"519","piceabie",1550,"LandisOutputs/Test9/piceabie-MAX-1550.img",12168,NA
"520","piceabie",1600,"LandisOutputs/Test10/piceabie-MAX-1600.img",16829,NA
"521","piceabie",1600,"LandisOutputs/Test9/piceabie-MAX-1600.img",12518,NA
"522","piceabie",1650,"LandisOutputs/Test10/piceabie-MAX-1650.img",16932,NA
"523","piceabie",1650,"LandisOutputs/Test9/piceabie-MAX-1650.img",12699,NA
"524","piceabie",1700,"LandisOutputs/Test10/piceabie-MAX-1700.img",17248,NA
"525","piceabie",1700,"LandisOutputs/Test9/piceabie-MAX-1700.img",12745,NA
"526","piceabie",1750,"LandisOutputs/Test10/piceabie-MAX-1750.img",17435,NA
"527","piceabie",1750,"LandisOutputs/Test9/piceabie-MAX-1750.img",12828,NA
"528","piceabie",1800,"LandisOutputs/Test10/piceabie-MAX-1800.img",17481,NA
"529","piceabie",1800,"LandisOutputs/Test9/piceabie-MAX-1800.img",12885,NA
"530","piceabie",1850,"LandisOutputs/Test10/piceabie-MAX-1850.img",17505,NA
"531","piceabie",1850,"LandisOutputs/Test9/piceabie-MAX-1850.img",12973,NA
"532","piceabie",1900,"LandisOutputs/Test10/piceabie-MAX-1900.img",17605,NA
"533","piceabie",1900,"LandisOutputs/Test9/piceabie-MAX-1900.img",13102,NA
"534","piceabie",1950,"LandisOutputs/Test10/piceabie-MAX-1950.img",17619,NA
"535","piceabie",1950,"LandisOutputs/Test9/piceabie-MAX-1950.img",13181,NA
"536","piceabie",2000,"LandisOutputs/Test10/piceabie-MAX-2000.img",17637,NA
"537","piceabie",2000,"LandisOutputs/Test9/piceabie-MAX-2000.img",13137,NA
"538","piceabie",2050,"LandisOutputs/Test10/piceabie-MAX-2050.img",17642,NA
"539","piceabie",2050,"LandisOutputs/Test9/piceabie-MAX-2050.img",13188,NA
"540","piceabie",2100,"LandisOutputs/Test10/piceabie-MAX-2100.img",17646,NA
"541","piceabie",2100,"LandisOutputs/Test9/piceabie-MAX-2100.img",13222,NA
"542","piceabie",2150,"LandisOutputs/Test10/piceabie-MAX-2150.img",17661,NA
"543","piceabie",2150,"LandisOutputs/Test9/piceabie-MAX-2150.img",13172,NA
"544","piceabie",2200,"LandisOutputs/Test10/piceabie-MAX-2200.img",17704,NA
"545","piceabie",2200,"LandisOutputs/Test9/piceabie-MAX-2200.img",13167,NA
"546","piceabie",2250,"LandisOutputs/Test10/piceabie-MAX-2250.img",17565,NA
"547","piceabie",2250,"LandisOutputs/Test9/piceabie-MAX-2250.img",13129,NA
"548","piceabie",2300,"LandisOutputs/Test10/piceabie-MAX-2300.img",17429,NA
"549","piceabie",2300,"LandisOutputs/Test9/piceabie-MAX-2300.img",13058,NA
"550","piceabie",2350,"LandisOutputs/Test10/piceabie-MAX-2350.img",17388,NA
"551","piceabie",2350,"LandisOutputs/Test9/piceabie-MAX-2350.img",12990,NA
"552","piceabie",2400,"LandisOutputs/Test10/piceabie-MAX-2400.img",17343,NA
"553","piceabie",2400,"LandisOutputs/Test9/piceabie-MAX-2400.img",12982,NA
"554","piceabie",2450,"LandisOutputs/Test10/piceabie-MAX-2450.img",17327,NA
"555","piceabie",2450,"LandisOutputs/Test9/piceabie-MAX-2450.img",12953,NA
"556","piceabie",2500,"LandisOutputs/Test10/piceabie-MAX-2500.img",17501,NA
"557","piceabie",2500,"LandisOutputs/Test9/piceabie-MAX-2500.img",12906,NA
"558","piceabie",2550,"LandisOutputs/Test10/piceabie-MAX-2550.img",17536,NA
"559","piceabie",2550,"LandisOutputs/Test9/piceabie-MAX-2550.img",12765,NA
"560","piceabie",2600,"LandisOutputs/Test10/piceabie-MAX-2600.img",17486,NA
"561","piceabie",2600,"LandisOutputs/Test9/piceabie-MAX-2600.img",12597,NA
"562","piceabie",2650,"LandisOutputs/Test10/piceabie-MAX-2650.img",17424,NA
"563","piceabie",2650,"LandisOutputs/Test9/piceabie-MAX-2650.img",12471,NA
"564","piceabie",2700,"LandisOutputs/Test10/piceabie-MAX-2700.img",17272,NA
"565","piceabie",2700,"LandisOutputs/Test9/piceabie-MAX-2700.img",12401,NA
"566","piceabie",2750,"LandisOutputs/Test10/piceabie-MAX-2750.img",17080,NA
"567","piceabie",2750,"LandisOutputs/Test9/piceabie-MAX-2750.img",12280,NA
"568","piceabie",2800,"LandisOutputs/Test10/piceabie-MAX-2800.img",17004,NA
"569","piceabie",2800,"LandisOutputs/Test9/piceabie-MAX-2800.img",12211,NA
"570","piceabie",2850,"LandisOutputs/Test10/piceabie-MAX-2850.img",16932,NA
"571","piceabie",2850,"LandisOutputs/Test9/piceabie-MAX-2850.img",12072,NA
"572","piceabie",2900,"LandisOutputs/Test10/piceabie-MAX-2900.img",16893,NA
"573","piceabie",2900,"LandisOutputs/Test9/piceabie-MAX-2900.img",11870,NA
"574","piceabie",2950,"LandisOutputs/Test10/piceabie-MAX-2950.img",16821,NA
"575","piceabie",2950,"LandisOutputs/Test9/piceabie-MAX-2950.img",11636,NA
"576","piceabie",3000,"LandisOutputs/Test10/piceabie-MAX-3000.img",16724,NA
"577","piceabie",3000,"LandisOutputs/Test9/piceabie-MAX-3000.img",11594,NA
"578","pinusylv",0,"LandisOutputs/Test10/pinusylv-MAX-0.img",44530,NA
"579","pinusylv",0,"LandisOutputs/Test9/pinusylv-MAX-0.img",44530,NA
"580","pinusylv",50,"LandisOutputs/Test10/pinusylv-MAX-50.img",56618,NA
"581","pinusylv",50,"LandisOutputs/Test9/pinusylv-MAX-50.img",56510,NA
"582","pinusylv",100,"LandisOutputs/Test10/pinusylv-MAX-100.img",56618,NA
"583","pinusylv",100,"LandisOutputs/Test9/pinusylv-MAX-100.img",56513,NA
"584","pinusylv",150,"LandisOutputs/Test10/pinusylv-MAX-150.img",56623,NA
"585","pinusylv",150,"LandisOutputs/Test9/pinusylv-MAX-150.img",56514,NA
"586","pinusylv",200,"LandisOutputs/Test10/pinusylv-MAX-200.img",56625,NA
"587","pinusylv",200,"LandisOutputs/Test9/pinusylv-MAX-200.img",56519,NA
"588","pinusylv",250,"LandisOutputs/Test10/pinusylv-MAX-250.img",25986,NA
"589","pinusylv",250,"LandisOutputs/Test9/pinusylv-MAX-250.img",26127,NA
"590","pinusylv",300,"LandisOutputs/Test10/pinusylv-MAX-300.img",3857,NA
"591","pinusylv",300,"LandisOutputs/Test9/pinusylv-MAX-300.img",3037,NA
"592","pinusylv",350,"LandisOutputs/Test10/pinusylv-MAX-350.img",5161,NA
"593","pinusylv",350,"LandisOutputs/Test9/pinusylv-MAX-350.img",4186,NA
"594","pinusylv",400,"LandisOutputs/Test10/pinusylv-MAX-400.img",5780,NA
"595","pinusylv",400,"LandisOutputs/Test9/pinusylv-MAX-400.img",4535,NA
"596","pinusylv",450,"LandisOutputs/Test10/pinusylv-MAX-450.img",7199,NA
"597","pinusylv",450,"LandisOutputs/Test9/pinusylv-MAX-450.img",5201,NA
"598","pinusylv",500,"LandisOutputs/Test10/pinusylv-MAX-500.img",9496,NA
"599","pinusylv",500,"LandisOutputs/Test9/pinusylv-MAX-500.img",6494,NA
"600","pinusylv",550,"LandisOutputs/Test10/pinusylv-MAX-550.img",9781,NA
"601","pinusylv",550,"LandisOutputs/Test9/pinusylv-MAX-550.img",6868,NA
"602","pinusylv",600,"LandisOutputs/Test10/pinusylv-MAX-600.img",11815,NA
"603","pinusylv",600,"LandisOutputs/Test9/pinusylv-MAX-600.img",7959,NA
"604","pinusylv",650,"LandisOutputs/Test10/pinusylv-MAX-650.img",15385,NA
"605","pinusylv",650,"LandisOutputs/Test9/pinusylv-MAX-650.img",10876,NA
"606","pinusylv",700,"LandisOutputs/Test10/pinusylv-MAX-700.img",17320,NA
"607","pinusylv",700,"LandisOutputs/Test9/pinusylv-MAX-700.img",12738,NA
"608","pinusylv",750,"LandisOutputs/Test10/pinusylv-MAX-750.img",18110,NA
"609","pinusylv",750,"LandisOutputs/Test9/pinusylv-MAX-750.img",13297,NA
"610","pinusylv",800,"LandisOutputs/Test10/pinusylv-MAX-800.img",18622,NA
"611","pinusylv",800,"LandisOutputs/Test9/pinusylv-MAX-800.img",13667,NA
"612","pinusylv",850,"LandisOutputs/Test10/pinusylv-MAX-850.img",18795,NA
"613","pinusylv",850,"LandisOutputs/Test9/pinusylv-MAX-850.img",13869,NA
"614","pinusylv",900,"LandisOutputs/Test10/pinusylv-MAX-900.img",19003,NA
"615","pinusylv",900,"LandisOutputs/Test9/pinusylv-MAX-900.img",14307,NA
"616","pinusylv",950,"LandisOutputs/Test10/pinusylv-MAX-950.img",19583,NA
"617","pinusylv",950,"LandisOutputs/Test9/pinusylv-MAX-950.img",15485,NA
"618","pinusylv",1000,"LandisOutputs/Test10/pinusylv-MAX-1000.img",20244,NA
"619","pinusylv",1000,"LandisOutputs/Test9/pinusylv-MAX-1000.img",16465,NA
"620","pinusylv",1050,"LandisOutputs/Test10/pinusylv-MAX-1050.img",20957,NA
"621","pinusylv",1050,"LandisOutputs/Test9/pinusylv-MAX-1050.img",17220,NA
"622","pinusylv",1100,"LandisOutputs/Test10/pinusylv-MAX-1100.img",21256,NA
"623","pinusylv",1100,"LandisOutputs/Test9/pinusylv-MAX-1100.img",17375,NA
"624","pinusylv",1150,"LandisOutputs/Test10/pinusylv-MAX-1150.img",21550,NA
"625","pinusylv",1150,"LandisOutputs/Test9/pinusylv-MAX-1150.img",17289,NA
"626","pinusylv",1200,"LandisOutputs/Test10/pinusylv-MAX-1200.img",21845,NA
"627","pinusylv",1200,"LandisOutputs/Test9/pinusylv-MAX-1200.img",17378,NA
"628","pinusylv",1250,"LandisOutputs/Test10/pinusylv-MAX-1250.img",22135,NA
"629","pinusylv",1250,"LandisOutputs/Test9/pinusylv-MAX-1250.img",17844,NA
"630","pinusylv",1300,"LandisOutputs/Test10/pinusylv-MAX-1300.img",22220,NA
"631","pinusylv",1300,"LandisOutputs/Test9/pinusylv-MAX-1300.img",18180,NA
"632","pinusylv",1350,"LandisOutputs/Test10/pinusylv-MAX-1350.img",22271,NA
"633","pinusylv",1350,"LandisOutputs/Test9/pinusylv-MAX-1350.img",18431,NA
"634","pinusylv",1400,"LandisOutputs/Test10/pinusylv-MAX-1400.img",22058,NA
"635","pinusylv",1400,"LandisOutputs/Test9/pinusylv-MAX-1400.img",18264,NA
"636","pinusylv",1450,"LandisOutputs/Test10/pinusylv-MAX-1450.img",21801,NA
"637","pinusylv",1450,"LandisOutputs/Test9/pinusylv-MAX-1450.img",18032,NA
"638","pinusylv",1500,"LandisOutputs/Test10/pinusylv-MAX-1500.img",21700,NA
"639","pinusylv",1500,"LandisOutputs/Test9/pinusylv-MAX-1500.img",18027,NA
"640","pinusylv",1550,"LandisOutputs/Test10/pinusylv-MAX-1550.img",21707,NA
"641","pinusylv",1550,"LandisOutputs/Test9/pinusylv-MAX-1550.img",18044,NA
"642","pinusylv",1600,"LandisOutputs/Test10/pinusylv-MAX-1600.img",21686,NA
"643","pinusylv",1600,"LandisOutputs/Test9/pinusylv-MAX-1600.img",18195,NA
"644","pinusylv",1650,"LandisOutputs/Test10/pinusylv-MAX-1650.img",21537,NA
"645","pinusylv",1650,"LandisOutputs/Test9/pinusylv-MAX-1650.img",18250,NA
"646","pinusylv",1700,"LandisOutputs/Test10/pinusylv-MAX-1700.img",21584,NA
"647","pinusylv",1700,"LandisOutputs/Test9/pinusylv-MAX-1700.img",18027,NA
"648","pinusylv",1750,"LandisOutputs/Test10/pinusylv-MAX-1750.img",21493,NA
"649","pinusylv",1750,"LandisOutputs/Test9/pinusylv-MAX-1750.img",17731,NA
"650","pinusylv",1800,"LandisOutputs/Test10/pinusylv-MAX-1800.img",21342,NA
